"requestId","journeyId","mode","distance","time","nbTransit","nbJourney"
"Banlieue-Paris4.json",7,"car",3610,625,0,1
"Banlieue-Paris4.json",7,"rail",32346,2340,1,1
"Banlieue-Paris4.json",7,"waiting",0,504,0,0
"Banlieue-Paris4.json",7,"subway",0,0,0,0
"Banlieue-Paris4.json",7,"bus",853,240,1,1
"Banlieue-Paris8.json",1,"walking",94,83,0,1
"Banlieue-Paris8.json",1,"car",23866,2448,0,1
"Banlieue-Paris8.json",1,"rail",0,0,0,0
"Banlieue-Paris8.json",1,"waiting",0,0,0,0
"Banlieue-Paris8.json",1,"subway",0,0,0,0
"Banlieue-Paris8.json",1,"bus",0,0,0,0
"Banlieue-Paris8.json",2,"walking",488,636,0,1
"Banlieue-Paris8.json",2,"car",11185,1315,0,1
"Banlieue-Paris8.json",2,"rail",12788,900,1,1
"Banlieue-Paris8.json",2,"waiting",0,168,0,0
"Banlieue-Paris8.json",2,"subway",2426,300,1,1
"Banlieue-Paris8.json",2,"bus",0,0,0,0
"Banlieue-Paris8.json",3,"walking",540,901,0,1
"Banlieue-Paris8.json",3,"car",5144,763,0,1
"Banlieue-Paris8.json",3,"rail",21728,1800,3,1
"Banlieue-Paris8.json",3,"waiting",0,420,0,0
"Banlieue-Paris8.json",3,"subway",0,0,0,0
"Banlieue-Paris8.json",3,"bus",0,0,0,0
"Banlieue-Paris8.json",4,"walking",497,444,0,1
"Banlieue-Paris8.json",4,"car",12832,1455,0,1
"Banlieue-Paris8.json",4,"rail",19819,2400,1,1
"Banlieue-Paris8.json",4,"waiting",0,0,0,0
"Banlieue-Paris8.json",4,"subway",0,0,0,0
"Banlieue-Paris8.json",4,"bus",0,0,0,0
"Banlieue-Paris8.json",5,"walking",413,878,0,1
"Banlieue-Paris8.json",5,"car",1777,488,0,1
"Banlieue-Paris8.json",5,"rail",23301,1920,1,1
"Banlieue-Paris8.json",5,"waiting",0,612,0,0
"Banlieue-Paris8.json",5,"subway",2426,300,1,1
"Banlieue-Paris8.json",5,"bus",84,60,1,1
"Banlieue-Paris9.json",1,"walking",260,232,0,1
"Banlieue-Paris9.json",1,"car",17996,1920,0,1
"Banlieue-Paris9.json",1,"rail",0,0,0,0
"Banlieue-Paris9.json",1,"waiting",0,0,0,0
"Banlieue-Paris9.json",1,"subway",0,0,0,0
"Banlieue-Paris9.json",1,"bus",0,0,0,0
"Banlieue-Paris9.json",2,"walking",694,619,0,1
"Banlieue-Paris9.json",2,"car",11065,1304,0,1
"Banlieue-Paris9.json",2,"rail",10038,720,1,1
"Banlieue-Paris9.json",2,"waiting",0,0,0,0
"Banlieue-Paris9.json",2,"subway",0,0,0,0
"Banlieue-Paris9.json",2,"bus",0,0,0,0
"Banlieue-Paris9.json",3,"walking",220,402,0,1
"Banlieue-Paris9.json",3,"car",11065,1304,0,1
"Banlieue-Paris9.json",3,"rail",8340,540,1,1
"Banlieue-Paris9.json",3,"waiting",0,264,0,0
"Banlieue-Paris9.json",3,"subway",0,0,0,0
"Banlieue-Paris9.json",3,"bus",1954,1140,1,1
"Banlieue-Paris9.json",4,"walking",764,913,0,1
"Banlieue-Paris9.json",4,"car",2799,552,0,1
"Banlieue-Paris9.json",4,"rail",18326,1680,1,1
"Banlieue-Paris9.json",4,"waiting",0,592,0,0
"Banlieue-Paris9.json",4,"subway",1056,240,1,1
"Banlieue-Paris9.json",4,"bus",1110,600,1,1
"Banlieue-Paris9.json",5,"walking",590,742,0,1
"Banlieue-Paris9.json",5,"car",4633,717,0,1
"Banlieue-Paris9.json",5,"rail",17881,1800,1,1
"Banlieue-Paris9.json",5,"waiting",0,504,0,0
"Banlieue-Paris9.json",5,"subway",0,0,0,0
"Banlieue-Paris9.json",5,"bus",2376,1320,2,1
"Banlieue-Paris9.json",6,"walking",728,804,0,1
"Banlieue-Paris9.json",6,"car",2799,552,0,1
"Banlieue-Paris9.json",6,"rail",18326,1680,1,1
"Banlieue-Paris9.json",6,"waiting",0,1061,0,0
"Banlieue-Paris9.json",6,"subway",0,0,0,0
"Banlieue-Paris9.json",6,"bus",2228,1140,2,1
"Banlieue-Paris6.json",1,"walking",132,118,0,1
"Banlieue-Paris6.json",1,"car",25720,2615,0,1
"Banlieue-Paris6.json",1,"rail",0,0,0,0
"Banlieue-Paris6.json",1,"waiting",0,0,0,0
"Banlieue-Paris6.json",1,"subway",0,0,0,0
"Banlieue-Paris6.json",1,"bus",0,0,0,0
"Banlieue-Paris6.json",2,"walking",752,748,0,1
"Banlieue-Paris6.json",2,"car",5699,813,0,1
"Banlieue-Paris6.json",2,"rail",23419,1140,1,1
"Banlieue-Paris6.json",2,"waiting",0,228,0,0
"Banlieue-Paris6.json",2,"subway",2040,360,1,1
"Banlieue-Paris6.json",2,"bus",0,0,0,0
"Banlieue-Paris6.json",3,"walking",825,736,0,1
"Banlieue-Paris6.json",3,"car",7510,976,0,1
"Banlieue-Paris6.json",3,"rail",24587,1920,1,1
"Banlieue-Paris6.json",3,"waiting",0,0,0,0
"Banlieue-Paris6.json",3,"subway",0,0,0,0
"Banlieue-Paris6.json",3,"bus",0,0,0,0
