"requestId","journeyId","mode","distance","time","nbTransit","nbJourney"
"Banlieue-Banlieue1.json",1,"subway",0,0,0,0
"Banlieue-Banlieue1.json",1,"bus",0,0,0,0
"Banlieue-Banlieue1.json",2,"walking",1184,1225,0,1
"Banlieue-Banlieue1.json",2,"car",9019,1112,0,1
"Banlieue-Banlieue1.json",2,"rail",11785,1260,2,1
"Banlieue-Banlieue1.json",2,"waiting",0,132,0,0
"Banlieue-Banlieue1.json",2,"subway",0,0,0,0
"Banlieue-Banlieue1.json",2,"bus",0,0,0,0
"Banlieue-Banlieue1.json",3,"walking",1338,1299,0,1
"Banlieue-Banlieue1.json",3,"car",4453,701,0,1
"Banlieue-Banlieue1.json",3,"rail",0,0,0,0
"Banlieue-Banlieue1.json",3,"waiting",0,425,0,0
"Banlieue-Banlieue1.json",3,"subway",0,0,0,0
"Banlieue-Banlieue1.json",3,"bus",25456,3060,2,1
"Banlieue-Banlieue4.json",1,"walking",880,1442,0,1
"Banlieue-Banlieue4.json",1,"car",8330,1075,0,1
"Banlieue-Banlieue4.json",1,"rail",28181,1860,2,1
"Banlieue-Banlieue4.json",1,"waiting",0,319,0,0
"Banlieue-Banlieue4.json",1,"subway",0,0,0,0
"Banlieue-Banlieue4.json",1,"bus",2509,540,1,1
"Banlieue-Banlieue4.json",2,"walking",2283,2377,0,1
"Banlieue-Banlieue4.json",2,"car",8330,1075,0,1
"Banlieue-Banlieue4.json",2,"rail",30586,1980,2,1
"Banlieue-Banlieue4.json",2,"waiting",0,535,0,0
"Banlieue-Banlieue4.json",2,"subway",0,0,0,0
"Banlieue-Banlieue4.json",2,"bus",0,0,0,0
"Banlieue-Banlieue4.json",3,"walking",1377,1723,0,1
"Banlieue-Banlieue4.json",3,"car",3610,625,0,1
"Banlieue-Banlieue4.json",3,"rail",44739,3480,2,1
"Banlieue-Banlieue4.json",3,"waiting",0,772,0,0
"Banlieue-Banlieue4.json",3,"subway",0,0,0,0
"Banlieue-Banlieue4.json",3,"bus",3352,300,2,1
"Banlieue-Banlieue4.json",4,"walking",1266,1203,0,1
